"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","54","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","55","Rickard Nordin (C)","C","0132818093422","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","56","Energi- och näringsministern Ebba Busch (KD)","KD","0512510717328","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","57","Rickard Nordin (C)","C","0132818093422","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","58","Energi- och näringsministern Ebba Busch (KD)","KD","0512510717328","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","59","Linus Lakso (MP)","MP","0904448094023","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Det svenska ordförandeskapet i Europeiska unionens råd första halvåret 2023","ärendedebatt","6","Håkan Svenneling (V)","V","0682989845822","HB01UU6","Y"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","60","Energi- och näringsministern Ebba Busch (KD)","KD","0512510717328","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","61","Linus Lakso (MP)","MP","0904448094023","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","62","Energi- och näringsministern Ebba Busch (KD)","KD","0512510717328","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","63","Edward Riedl (M)","M","0273506284025","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","64","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","65","Edward Riedl (M)","M","0273506284025","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","66","Camilla Rinaldo Miller (KD)","KD","0302393368216","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","67","Statsrådet Maria Malmer Stenergard (M)","M","0572788110724","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","68","Camilla Rinaldo Miller (KD)","KD","0302393368216","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","69","Statsrådet Maria Malmer Stenergard (M)","M","0572788110724","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Det svenska ordförandeskapet i Europeiska unionens råd första halvåret 2023","ärendedebatt","7","Statsrådet Jessika Roswall (M)","M","0718034011110","HB01UU6","Y"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","70","Patrik Karlson (L)","L","0973350087929","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","71","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","72","Patrik Karlson (L)","L","0973350087929","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","73","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","74","Hanna Westerén (S)","S","0412148992926","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","75","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","76","Mikael Eskilandersson (SD)","SD","0468956880528","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","77","Statsrådet Niklas Wykman (M)","M","0493288854424","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","78","Samuel Gonzalez Westling (V)","V","0939158389321","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","79","Statsrådet Niklas Wykman (M)","M","0493288854424","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Det svenska ordförandeskapet i Europeiska unionens råd första halvåret 2023","ärendedebatt","8","Håkan Svenneling (V)","V","0682989845822","HB01UU6","Y"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","80","Emelie Nyman (C)","C","0307835692938","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","81","Statsrådet Maria Malmer Stenergard (M)","M","0572788110724","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","82","Annika Hirvonen (MP)","MP","0819601620927","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","83","Statsrådet Niklas Wykman (M)","M","0493288854424","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","84","Caroline Högström (M)","M","0525562399327","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","85","Statsrådet Maria Malmer Stenergard (M)","M","0572788110724","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","86","Torsten Elofsson (KD)","KD","0121015874810","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","87","Statsrådet Niklas Wykman (M)","M","0493288854424","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","88","Patrik Björck (S)","S","0516528386117","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","89","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Det svenska ordförandeskapet i Europeiska unionens råd första halvåret 2023","ärendedebatt","9","Statsrådet Jessika Roswall (M)","M","0718034011110","HB01UU6","Y"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","90","Bo Broman (SD)","SD","0333193598116","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","91","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","92","Isabell Mixter (V)","V","048561486727","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","93","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","94","Rebecka Le Moine (MP)","MP","0546731406922","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","95","Statsrådet Niklas Wykman (M)","M","0493288854424","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","96","Jan Ericson (M)","M","0940980416614","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","97","Statsrådet Niklas Wykman (M)","M","0493288854424","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","98","Cecilia Engström (KD)","KD","0256404677510","HBC120240314fs","N"
"HB0984","2023/24","84","2024-03-14 00:00:00","Frågestund","frågestund","99","Finansministern Elisabeth Svantesson (M)","M","0899112324519","HBC120240314fs","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:525 om arbetsmarknadsutbildningars betydelse för kompetensförsörjning till bristyrken","interpellationsdebatt","1","Arbetsmarknads- och integrationsministern Johan Pehrson (L)","L","0224712677012","HB10525","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:601 om insatser för långtidsarbetslösa","interpellationsdebatt","10","Arbetsmarknads- och integrationsministern Johan Pehrson (L)","L","0224712677012","HB10601","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:587 om Sydostlänken i Blekinge och Kronoberg","interpellationsdebatt","100","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10587","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:587 om Sydostlänken i Blekinge och Kronoberg","interpellationsdebatt","101","Heléne Björklund (S)","S","0926214745119","HB10587","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:587 om Sydostlänken i Blekinge och Kronoberg","interpellationsdebatt","102","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10587","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:589 om utformning av kompensation för högre priser i gotländsk färjetrafik","interpellationsdebatt","103","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10589","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:589 om utformning av kompensation för högre priser i gotländsk färjetrafik","interpellationsdebatt","104","Hanna Westerén (S)","S","0412148992926","HB10589","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:589 om utformning av kompensation för högre priser i gotländsk färjetrafik","interpellationsdebatt","105","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10589","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:589 om utformning av kompensation för högre priser i gotländsk färjetrafik","interpellationsdebatt","106","Hanna Westerén (S)","S","0412148992926","HB10589","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:589 om utformning av kompensation för högre priser i gotländsk färjetrafik","interpellationsdebatt","107","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10589","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:589 om utformning av kompensation för högre priser i gotländsk färjetrafik","interpellationsdebatt","108","Hanna Westerén (S)","S","0412148992926","HB10589","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:589 om utformning av kompensation för högre priser i gotländsk färjetrafik","interpellationsdebatt","109","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10589","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:601 om insatser för långtidsarbetslösa","interpellationsdebatt","11","Serkan Köse (S)","S","0256716955026","HB10601","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:597 om bostadsbyggande","interpellationsdebatt","110","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10597","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:597 om bostadsbyggande","interpellationsdebatt","111","Sofia Amloh (S)","S","0521260619925","HB10597","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:597 om bostadsbyggande","interpellationsdebatt","112","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10597","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:597 om bostadsbyggande","interpellationsdebatt","113","Sofia Amloh (S)","S","0521260619925","HB10597","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:597 om bostadsbyggande","interpellationsdebatt","114","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10597","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:597 om bostadsbyggande","interpellationsdebatt","115","Sofia Amloh (S)","S","0521260619925","HB10597","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:597 om bostadsbyggande","interpellationsdebatt","116","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10597","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:583 om den ekonomiska situationen i regioner och kommuner","interpellationsdebatt","117","Statsrådet Erik Slottner (KD)","KD","0767167947420","HB10583","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:583 om den ekonomiska situationen i regioner och kommuner","interpellationsdebatt","118","Mathias Tegnér (S)","S","0613297818326","HB10583","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:583 om den ekonomiska situationen i regioner och kommuner","interpellationsdebatt","119","Mattias Vepsä (S)","S","0911067396229","HB10583","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:601 om insatser för långtidsarbetslösa","interpellationsdebatt","12","Arbetsmarknads- och integrationsministern Johan Pehrson (L)","L","0224712677012","HB10601","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:583 om den ekonomiska situationen i regioner och kommuner","interpellationsdebatt","120","Hanna Westerén (S)","S","0412148992926","HB10583","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:583 om den ekonomiska situationen i regioner och kommuner","interpellationsdebatt","121","Statsrådet Erik Slottner (KD)","KD","0767167947420","HB10583","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:583 om den ekonomiska situationen i regioner och kommuner","interpellationsdebatt","122","Mathias Tegnér (S)","S","0613297818326","HB10583","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:583 om den ekonomiska situationen i regioner och kommuner","interpellationsdebatt","123","Mattias Vepsä (S)","S","0911067396229","HB10583","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:583 om den ekonomiska situationen i regioner och kommuner","interpellationsdebatt","124","Hanna Westerén (S)","S","0412148992926","HB10583","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:583 om den ekonomiska situationen i regioner och kommuner","interpellationsdebatt","125","Statsrådet Erik Slottner (KD)","KD","0767167947420","HB10583","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:583 om den ekonomiska situationen i regioner och kommuner","interpellationsdebatt","126","Mathias Tegnér (S)","S","0613297818326","HB10583","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:583 om den ekonomiska situationen i regioner och kommuner","interpellationsdebatt","127","Statsrådet Erik Slottner (KD)","KD","0767167947420","HB10583","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:601 om insatser för långtidsarbetslösa","interpellationsdebatt","13","Serkan Köse (S)","S","0256716955026","HB10601","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:601 om insatser för långtidsarbetslösa","interpellationsdebatt","14","Arbetsmarknads- och integrationsministern Johan Pehrson (L)","L","0224712677012","HB10601","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellationerna 2023/24:579 och 594 om karensregel för egenföretagare","interpellationsdebatt","15","Statsrådet Anna Tenje (M)","M","0476336341120","HB10579, HB10594","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellationerna 2023/24:579 och 594 om karensregel för egenföretagare","interpellationsdebatt","16","Mathias Tegnér (S)","S","0613297818326","HB10579, HB10594","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellationerna 2023/24:579 och 594 om karensregel för egenföretagare","interpellationsdebatt","17","Statsrådet Anna Tenje (M)","M","0476336341120","HB10579, HB10594","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellationerna 2023/24:579 och 594 om karensregel för egenföretagare","interpellationsdebatt","18","Mathias Tegnér (S)","S","0613297818326","HB10579, HB10594","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellationerna 2023/24:579 och 594 om karensregel för egenföretagare","interpellationsdebatt","19","Statsrådet Anna Tenje (M)","M","0476336341120","HB10579, HB10594","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:525 om arbetsmarknadsutbildningars betydelse för kompetensförsörjning till bristyrken","interpellationsdebatt","2","Gunilla Svantorp (S)","S","0801311569314","HB10525","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellationerna 2023/24:579 och 594 om karensregel för egenföretagare","interpellationsdebatt","20","Mathias Tegnér (S)","S","0613297818326","HB10579, HB10594","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellationerna 2023/24:579 och 594 om karensregel för egenföretagare","interpellationsdebatt","21","Statsrådet Anna Tenje (M)","M","0476336341120","HB10579, HB10594","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:580 om sjukpenninggrundande inkomst av näringsverksamhet","interpellationsdebatt","22","Statsrådet Anna Tenje (M)","M","0476336341120","HB10580","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:580 om sjukpenninggrundande inkomst av näringsverksamhet","interpellationsdebatt","23","Mathias Tegnér (S)","S","0613297818326","HB10580","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:580 om sjukpenninggrundande inkomst av näringsverksamhet","interpellationsdebatt","24","Statsrådet Anna Tenje (M)","M","0476336341120","HB10580","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:580 om sjukpenninggrundande inkomst av näringsverksamhet","interpellationsdebatt","25","Mathias Tegnér (S)","S","0613297818326","HB10580","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:580 om sjukpenninggrundande inkomst av näringsverksamhet","interpellationsdebatt","26","Statsrådet Anna Tenje (M)","M","0476336341120","HB10580","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:580 om sjukpenninggrundande inkomst av näringsverksamhet","interpellationsdebatt","27","Mathias Tegnér (S)","S","0613297818326","HB10580","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:580 om sjukpenninggrundande inkomst av näringsverksamhet","interpellationsdebatt","28","Statsrådet Anna Tenje (M)","M","0476336341120","HB10580","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:585 om AI-genererad hämndpornografi","interpellationsdebatt","29","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HB10585","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:525 om arbetsmarknadsutbildningars betydelse för kompetensförsörjning till bristyrken","interpellationsdebatt","3","Arbetsmarknads- och integrationsministern Johan Pehrson (L)","L","0224712677012","HB10525","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:585 om AI-genererad hämndpornografi","interpellationsdebatt","30","Mathias Tegnér (S)","S","0613297818326","HB10585","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:585 om AI-genererad hämndpornografi","interpellationsdebatt","31","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HB10585","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:585 om AI-genererad hämndpornografi","interpellationsdebatt","32","Mathias Tegnér (S)","S","0613297818326","HB10585","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:585 om AI-genererad hämndpornografi","interpellationsdebatt","33","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HB10585","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:585 om AI-genererad hämndpornografi","interpellationsdebatt","34","Mathias Tegnér (S)","S","0613297818326","HB10585","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:585 om AI-genererad hämndpornografi","interpellationsdebatt","35","Justitieministern Gunnar Strömmer (M)","M","0897334717419","HB10585","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:369 om vikten av en ny djurskyddslagstiftning i EU","interpellationsdebatt","36","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HB10369","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:369 om vikten av en ny djurskyddslagstiftning i EU","interpellationsdebatt","37","Jytte Guteland (S)","S","0229627943828","HB10369","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:369 om vikten av en ny djurskyddslagstiftning i EU","interpellationsdebatt","38","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HB10369","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:369 om vikten av en ny djurskyddslagstiftning i EU","interpellationsdebatt","39","Jytte Guteland (S)","S","0229627943828","HB10369","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:525 om arbetsmarknadsutbildningars betydelse för kompetensförsörjning till bristyrken","interpellationsdebatt","4","Gunilla Svantorp (S)","S","0801311569314","HB10525","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:369 om vikten av en ny djurskyddslagstiftning i EU","interpellationsdebatt","40","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HB10369","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:369 om vikten av en ny djurskyddslagstiftning i EU","interpellationsdebatt","41","Jytte Guteland (S)","S","0229627943828","HB10369","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:369 om vikten av en ny djurskyddslagstiftning i EU","interpellationsdebatt","42","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HB10369","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:490 om stöd för kommersiell service på landsbygden","interpellationsdebatt","43","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HB10490","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:490 om stöd för kommersiell service på landsbygden","interpellationsdebatt","44","Gunilla Svantorp (S)","S","0801311569314","HB10490","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:490 om stöd för kommersiell service på landsbygden","interpellationsdebatt","45","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HB10490","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:490 om stöd för kommersiell service på landsbygden","interpellationsdebatt","46","Gunilla Svantorp (S)","S","0801311569314","HB10490","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:490 om stöd för kommersiell service på landsbygden","interpellationsdebatt","47","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HB10490","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:490 om stöd för kommersiell service på landsbygden","interpellationsdebatt","48","Gunilla Svantorp (S)","S","0801311569314","HB10490","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:490 om stöd för kommersiell service på landsbygden","interpellationsdebatt","49","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HB10490","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:525 om arbetsmarknadsutbildningars betydelse för kompetensförsörjning till bristyrken","interpellationsdebatt","5","Arbetsmarknads- och integrationsministern Johan Pehrson (L)","L","0224712677012","HB10525","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:528 om civil beredskap för viktig infrastruktur","interpellationsdebatt","50","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HB10528","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:528 om civil beredskap för viktig infrastruktur","interpellationsdebatt","51","Martin Westmont (SD)","SD","0678597762924","HB10528","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:528 om civil beredskap för viktig infrastruktur","interpellationsdebatt","52","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HB10528","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:528 om civil beredskap för viktig infrastruktur","interpellationsdebatt","53","Martin Westmont (SD)","SD","0678597762924","HB10528","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:528 om civil beredskap för viktig infrastruktur","interpellationsdebatt","54","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HB10528","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:528 om civil beredskap för viktig infrastruktur","interpellationsdebatt","55","Martin Westmont (SD)","SD","0678597762924","HB10528","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:528 om civil beredskap för viktig infrastruktur","interpellationsdebatt","56","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HB10528","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:459 om inventering av utländskt ägande inom infrastrukturområdet","interpellationsdebatt","57","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10459","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:459 om inventering av utländskt ägande inom infrastrukturområdet","interpellationsdebatt","58","Gunilla Svantorp (S)","S","0801311569314","HB10459","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:459 om inventering av utländskt ägande inom infrastrukturområdet","interpellationsdebatt","59","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10459","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:525 om arbetsmarknadsutbildningars betydelse för kompetensförsörjning till bristyrken","interpellationsdebatt","6","Gunilla Svantorp (S)","S","0801311569314","HB10525","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:459 om inventering av utländskt ägande inom infrastrukturområdet","interpellationsdebatt","60","Gunilla Svantorp (S)","S","0801311569314","HB10459","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:459 om inventering av utländskt ägande inom infrastrukturområdet","interpellationsdebatt","61","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10459","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:459 om inventering av utländskt ägande inom infrastrukturområdet","interpellationsdebatt","62","Gunilla Svantorp (S)","S","0801311569314","HB10459","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:459 om inventering av utländskt ägande inom infrastrukturområdet","interpellationsdebatt","63","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10459","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:466 om krishantering inom Landsbygds- och infrastrukturdepartementet","interpellationsdebatt","64","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10466","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:466 om krishantering inom Landsbygds- och infrastrukturdepartementet","interpellationsdebatt","65","Gunilla Svantorp (S)","S","0801311569314","HB10466","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:466 om krishantering inom Landsbygds- och infrastrukturdepartementet","interpellationsdebatt","66","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HB10466","N"
"HB0985","2023/24","85","2024-03-15 00:00:00","Svar på interpellation 2023/24:466 om krishantering inom Landsbygds- och infrastrukturdepartementet","interpellationsdebatt","67","Gunilla Svantorp (S)","S","0801311569314","HB10466","N"
