"HC091","2024/25","1","2024-09-10 00:00:00","Inledning","","1","TALMANNEN","TALMANNEN","0585684563812","","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","52","Ludvig Ceimertz (M)","M","0727772954327","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","53","Statsrådet Camilla Waltersson Grönvall (M)","M","0781623040415","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","54","Ludvig Ceimertz (M)","M","0727772954327","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","55","Statsrådet Camilla Waltersson Grönvall (M)","M","0781623040415","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","56","Roland Utbult (KD)","KD","0237055280513","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","57","Statsrådet Acko Ankarberg Johansson (KD)","KD","0796071663617","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","58","Roland Utbult (KD)","KD","0237055280513","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","59","Statsrådet Acko Ankarberg Johansson (KD)","KD","0796071663617","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Riksrevisionens rapport om fastställande av identitet vid statliga myndigheter","ärendedebatt","6","Fredrik Ahlstedt (M)","M","0327372175911","HC01SkU10","Y"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","60","Johan Andersson (S)","S","0964730940415","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","61","Statsrådet Jessica Rosencrantz (M)","M","0992420223820","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","62","Clara Aranda (SD)","SD","0130640724922","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","63","Statsrådet Lotta Edholm (L)","L","023001325318","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","64","Ilona Szatmári Waldau (V)","V","0229350341619","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","65","Statsrådet Jessica Rosencrantz (M)","M","0992420223820","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","66","Anna Lasses (C)","C","0985426914829","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","67","Statsrådet Jessica Rosencrantz (M)","M","0992420223820","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","68","Malte Tängmark Roos (MP)","MP","0381853591928","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","69","Statsrådet Lotta Edholm (L)","L","023001325318","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Riksrevisionens rapport om fastställande av identitet vid statliga myndigheter","ärendedebatt","7","Kalle Olsson (S)","S","0472349361027","HC01SkU10","Y"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","70","Josefin Malmqvist (M)","M","019430605328","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","71","Statsrådet Lotta Edholm (L)","L","023001325318","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","72","Gudrun Brunegård (KD)","KD","0304498908019","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","73","Statsrådet Acko Ankarberg Johansson (KD)","KD","0796071663617","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","74","Aylin Nouri (S)","S","0523902030928","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","75","Statsrådet Lotta Edholm (L)","L","023001325318","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","76","Pontus Andersson Garpvall (SD)","SD","0926002991620","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","77","Statsrådet Camilla Waltersson Grönvall (M)","M","0781623040415","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","78","Anders W Jonsson (C)","C","0229760896014","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","79","Statsrådet Acko Ankarberg Johansson (KD)","KD","0796071663617","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Riksrevisionens rapport om fastställande av identitet vid statliga myndigheter","ärendedebatt","8","Markus Wiechel (SD)","SD","0204240926023","HC01SkU10","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","80","Nils Seye Larsen (MP)","MP","0992867772421","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","81","Statsrådet Camilla Waltersson Grönvall (M)","M","0781623040415","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","82","Johan Hultberg (M)","M","069309987221","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","83","Statsrådet Acko Ankarberg Johansson (KD)","KD","0796071663617","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","84","Gustaf Lantz (S)","S","075747847023","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","85","Statsrådet Camilla Waltersson Grönvall (M)","M","0781623040415","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","86","Angelika Bengtsson (SD)","SD","0138741628520","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","87","Statsrådet Jessica Rosencrantz (M)","M","0992420223820","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","88","Rickard Nordin (C)","C","0132818093422","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","89","Statsrådet Jessica Rosencrantz (M)","M","0992420223820","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Riksrevisionens rapport om fastställande av identitet vid statliga myndigheter","ärendedebatt","9","Fredrik Ahlstedt (M)","M","0327372175911","HC01SkU10","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","90","Marléne Lund Kopparklint (M)","M","0358514648113","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","91","Statsrådet Acko Ankarberg Johansson (KD)","KD","0796071663617","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","92","Per-Arne Håkansson (S)","S","0630820052511","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","93","Statsrådet Jessica Rosencrantz (M)","M","0992420223820","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","94","Christian Lindefjärd (SD)","SD","0963046628824","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","95","Statsrådet Acko Ankarberg Johansson (KD)","KD","0796071663617","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","96","Thomas Ragnarsson (M)","M","071293048118","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","97","Statsrådet Acko Ankarberg Johansson (KD)","KD","0796071663617","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","98","Marie-Louise Hänel Sandström (M)","M","0810852280213","HCC120250227fs","N"
"HC0978","2024/25","78","2025-02-27 00:00:00","Frågestund ","frågestund","99","Statsrådet Lotta Edholm (L)","L","023001325318","HCC120250227fs","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellationerna 2024/25:346 och 349 om statlig närvaro i hela landet","interpellationsdebatt","1","Statsrådet Benjamin Dousa (M)","M","0910272619521","HC10346, HC10349","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellationerna 2024/25:346 och 349 om statlig närvaro i hela landet","interpellationsdebatt","10","Ardalan Shekarabi (S)","S","0922497728524","HC10346, HC10349","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellationerna 2024/25:346 och 349 om statlig närvaro i hela landet","interpellationsdebatt","11","Statsrådet Benjamin Dousa (M)","M","0910272619521","HC10346, HC10349","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellationerna 2024/25:346 och 349 om statlig närvaro i hela landet","interpellationsdebatt","12","Peder Björk (S)","S","0140985614421","HC10346, HC10349","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellationerna 2024/25:346 och 349 om statlig närvaro i hela landet","interpellationsdebatt","13","Peter Hedberg (S)","S","0589561178823","HC10346, HC10349","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellationerna 2024/25:346 och 349 om statlig närvaro i hela landet","interpellationsdebatt","14","Statsrådet Benjamin Dousa (M)","M","0910272619521","HC10346, HC10349","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellation 2024/25:367 om jaktmöjligheter i naturreservat","interpellationsdebatt","15","Statsrådet Romina Pourmokhtari (L)","L","0875693083423","HC10367","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellation 2024/25:367 om jaktmöjligheter i naturreservat","interpellationsdebatt","16","Marie Olsson (S)","S","010392780417","HC10367","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellation 2024/25:367 om jaktmöjligheter i naturreservat","interpellationsdebatt","17","Statsrådet Romina Pourmokhtari (L)","L","0875693083423","HC10367","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellation 2024/25:367 om jaktmöjligheter i naturreservat","interpellationsdebatt","18","Marie Olsson (S)","S","010392780417","HC10367","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellation 2024/25:367 om jaktmöjligheter i naturreservat","interpellationsdebatt","19","Statsrådet Romina Pourmokhtari (L)","L","0875693083423","HC10367","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellationerna 2024/25:346 och 349 om statlig närvaro i hela landet","interpellationsdebatt","2","Peder Björk (S)","S","0140985614421","HC10346, HC10349","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellation 2024/25:367 om jaktmöjligheter i naturreservat","interpellationsdebatt","20","Marie Olsson (S)","S","010392780417","HC10367","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellation 2024/25:367 om jaktmöjligheter i naturreservat","interpellationsdebatt","21","Statsrådet Romina Pourmokhtari (L)","L","0875693083423","HC10367","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellationerna 2024/25:346 och 349 om statlig närvaro i hela landet","interpellationsdebatt","3","Peter Hedberg (S)","S","0589561178823","HC10346, HC10349","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellationerna 2024/25:346 och 349 om statlig närvaro i hela landet","interpellationsdebatt","4","Linnéa Wickman (S)","S","0456522027421","HC10346, HC10349","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellationerna 2024/25:346 och 349 om statlig närvaro i hela landet","interpellationsdebatt","5","Ardalan Shekarabi (S)","S","0922497728524","HC10346, HC10349","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellationerna 2024/25:346 och 349 om statlig närvaro i hela landet","interpellationsdebatt","6","Statsrådet Benjamin Dousa (M)","M","0910272619521","HC10346, HC10349","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellationerna 2024/25:346 och 349 om statlig närvaro i hela landet","interpellationsdebatt","7","Peder Björk (S)","S","0140985614421","HC10346, HC10349","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellationerna 2024/25:346 och 349 om statlig närvaro i hela landet","interpellationsdebatt","8","Peter Hedberg (S)","S","0589561178823","HC10346, HC10349","N"
"HC0979","2024/25","79","2025-02-28 00:00:00","Svar på interpellationerna 2024/25:346 och 349 om statlig närvaro i hela landet","interpellationsdebatt","9","Linnéa Wickman (S)","S","0456522027421","HC10346, HC10349","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2024/25:3 om tandvården för 19-23-åringar","interpellationsdebatt","1","Socialministern Jakob Forssmed (KD)","KD","0982795248728","HC103","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2024/25:3 om tandvården för 19-23-åringar","interpellationsdebatt","10","Socialministern Jakob Forssmed (KD)","KD","0982795248728","HC103","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2024/25:3 om tandvården för 19-23-åringar","interpellationsdebatt","11","Eva Lindh (S)","S","0780214960516","HC103","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2024/25:3 om tandvården för 19-23-åringar","interpellationsdebatt","12","Socialministern Jakob Forssmed (KD)","KD","0982795248728","HC103","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:771 om införande av ekocid som ett internationellt brott","interpellationsdebatt","13","Utrikesministern Maria Malmer Stenergard (M)","M","0572788110724","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:771 om införande av ekocid som ett internationellt brott","interpellationsdebatt","14","Linnéa Wickman (S)","S","0456522027421","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:771 om införande av ekocid som ett internationellt brott","interpellationsdebatt","15","Utrikesministern Maria Malmer Stenergard (M)","M","0572788110724","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:771 om införande av ekocid som ett internationellt brott","interpellationsdebatt","16","Linnéa Wickman (S)","S","0456522027421","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:771 om införande av ekocid som ett internationellt brott","interpellationsdebatt","17","Utrikesministern Maria Malmer Stenergard (M)","M","0572788110724","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:771 om införande av ekocid som ett internationellt brott","interpellationsdebatt","18","Linnéa Wickman (S)","S","0456522027421","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:771 om införande av ekocid som ett internationellt brott","interpellationsdebatt","19","Utrikesministern Maria Malmer Stenergard (M)","M","0572788110724","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2024/25:3 om tandvården för 19-23-åringar","interpellationsdebatt","2","Eva Lindh (S)","S","0780214960516","HC103","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:772 om könsapartheid","interpellationsdebatt","20","Utrikesministern Maria Malmer Stenergard (M)","M","0572788110724","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:772 om könsapartheid","interpellationsdebatt","21","Alexandra Völker (S)","S","0496341906327","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:772 om könsapartheid","interpellationsdebatt","22","Utrikesministern Maria Malmer Stenergard (M)","M","0572788110724","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:772 om könsapartheid","interpellationsdebatt","23","Alexandra Völker (S)","S","0496341906327","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:772 om könsapartheid","interpellationsdebatt","24","Utrikesministern Maria Malmer Stenergard (M)","M","0572788110724","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:772 om könsapartheid","interpellationsdebatt","25","Alexandra Völker (S)","S","0496341906327","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:772 om könsapartheid","interpellationsdebatt","26","Utrikesministern Maria Malmer Stenergard (M)","M","0572788110724","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellationerna 2023/24:776 och 777 om Sveriges ambassadör mot människohandel","interpellationsdebatt","27","Utrikesministern Maria Malmer Stenergard (M)","M","0572788110724","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellationerna 2023/24:776 och 777 om Sveriges ambassadör mot människohandel","interpellationsdebatt","28","Linnéa Wickman (S)","S","0456522027421","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellationerna 2023/24:776 och 777 om Sveriges ambassadör mot människohandel","interpellationsdebatt","29","Janine Alm Ericson (MP)","MP","0316505710324","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2024/25:3 om tandvården för 19-23-åringar","interpellationsdebatt","3","Anna Vikström (S)","S","0502688311316","HC103","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellationerna 2023/24:776 och 777 om Sveriges ambassadör mot människohandel","interpellationsdebatt","30","Utrikesministern Maria Malmer Stenergard (M)","M","0572788110724","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellationerna 2023/24:776 och 777 om Sveriges ambassadör mot människohandel","interpellationsdebatt","31","Linnéa Wickman (S)","S","0456522027421","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellationerna 2023/24:776 och 777 om Sveriges ambassadör mot människohandel","interpellationsdebatt","32","Utrikesministern Maria Malmer Stenergard (M)","M","0572788110724","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellationerna 2023/24:776 och 777 om Sveriges ambassadör mot människohandel","interpellationsdebatt","33","Linnéa Wickman (S)","S","0456522027421","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellationerna 2023/24:776 och 777 om Sveriges ambassadör mot människohandel","interpellationsdebatt","34","Utrikesministern Maria Malmer Stenergard (M)","M","0572788110724","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:844 om nattågen till Jämtland","interpellationsdebatt","35","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:844 om nattågen till Jämtland","interpellationsdebatt","36","Elisabeth Thand Ringqvist (C)","C","0602744999917","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:844 om nattågen till Jämtland","interpellationsdebatt","37","Kalle Olsson (S)","S","0472349361027","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:844 om nattågen till Jämtland","interpellationsdebatt","38","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:844 om nattågen till Jämtland","interpellationsdebatt","39","Elisabeth Thand Ringqvist (C)","C","0602744999917","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2024/25:3 om tandvården för 19-23-åringar","interpellationsdebatt","4","Adrian Magnusson (S)","S","0448973586529","HC103","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:844 om nattågen till Jämtland","interpellationsdebatt","40","Kalle Olsson (S)","S","0472349361027","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:844 om nattågen till Jämtland","interpellationsdebatt","41","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:844 om nattågen till Jämtland","interpellationsdebatt","42","Elisabeth Thand Ringqvist (C)","C","0602744999917","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2023/24:844 om nattågen till Jämtland","interpellationsdebatt","43","Statsrådet Andreas Carlson (KD)","KD","0542160909628","HCC120240920ip","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2024/25:3 om tandvården för 19-23-åringar","interpellationsdebatt","5","TREDJE VICE TALMANNEN","TREDJE VICE TALMANNEN","0155487380917","HC103","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2024/25:3 om tandvården för 19-23-åringar","interpellationsdebatt","6","Socialministern Jakob Forssmed (KD)","KD","0982795248728","HC103","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2024/25:3 om tandvården för 19-23-åringar","interpellationsdebatt","7","Eva Lindh (S)","S","0780214960516","HC103","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2024/25:3 om tandvården för 19-23-åringar","interpellationsdebatt","8","Anna Vikström (S)","S","0502688311316","HC103","N"
"HC098","2024/25","8","2024-09-20 00:00:00","Svar på interpellation 2024/25:3 om tandvården för 19-23-åringar","interpellationsdebatt","9","Adrian Magnusson (S)","S","0448973586529","HC103","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Återrapportering från extra möte i Europeiska rådet den 6 mars","","1","Statsministern Ulf Kristersson (M)","M","0222691314314","","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Återrapportering från extra möte i Europeiska rådet den 6 mars","","10","Håkan Svenneling (V)","V","0682989845822","","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:467 om utveckling och välfärd i Västerbottens landsbygdskommuner","interpellationsdebatt","100","Sara Gille (SD)","SD","0338088431726","HC10467","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:467 om utveckling och välfärd i Västerbottens landsbygdskommuner","interpellationsdebatt","101","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HC10467","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:467 om utveckling och välfärd i Västerbottens landsbygdskommuner","interpellationsdebatt","102","Sara Gille (SD)","SD","0338088431726","HC10467","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:467 om utveckling och välfärd i Västerbottens landsbygdskommuner","interpellationsdebatt","103","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HC10467","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:478 om hanteringen av påkörd och trafikdödad ren","interpellationsdebatt","104","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HC10478","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:478 om hanteringen av påkörd och trafikdödad ren","interpellationsdebatt","105","Eric Palmqvist (SD)","SD","091303475611","HC10478","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:478 om hanteringen av påkörd och trafikdödad ren","interpellationsdebatt","106","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HC10478","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:478 om hanteringen av påkörd och trafikdödad ren","interpellationsdebatt","107","Eric Palmqvist (SD)","SD","091303475611","HC10478","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:478 om hanteringen av påkörd och trafikdödad ren","interpellationsdebatt","108","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HC10478","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:478 om hanteringen av påkörd och trafikdödad ren","interpellationsdebatt","109","Eric Palmqvist (SD)","SD","091303475611","HC10478","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Återrapportering från extra möte i Europeiska rådet den 6 mars","","11","Statsministern Ulf Kristersson (M)","M","0222691314314","","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:478 om hanteringen av påkörd och trafikdödad ren","interpellationsdebatt","110","Landsbygdsministern Peter Kullgren (KD)","KD","0168348837024","HC10478","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:412 om analys av geografiska förutsättningar och behov i försvarsplaneringen","interpellationsdebatt","111","Statsrådet Carl-Oskar Bohlin (M)","M","0108109641223","HC10412","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:412 om analys av geografiska förutsättningar och behov i försvarsplaneringen","interpellationsdebatt","112","Lena Johansson (S)","S","0910803550317","HC10412","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:412 om analys av geografiska förutsättningar och behov i försvarsplaneringen","interpellationsdebatt","113","Statsrådet Carl-Oskar Bohlin (M)","M","0108109641223","HC10412","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:412 om analys av geografiska förutsättningar och behov i försvarsplaneringen","interpellationsdebatt","114","Lena Johansson (S)","S","0910803550317","HC10412","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:412 om analys av geografiska förutsättningar och behov i försvarsplaneringen","interpellationsdebatt","115","Statsrådet Carl-Oskar Bohlin (M)","M","0108109641223","HC10412","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:412 om analys av geografiska förutsättningar och behov i försvarsplaneringen","interpellationsdebatt","116","Lena Johansson (S)","S","0910803550317","HC10412","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:412 om analys av geografiska förutsättningar och behov i försvarsplaneringen","interpellationsdebatt","117","Statsrådet Carl-Oskar Bohlin (M)","M","0108109641223","HC10412","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:415 om samverkan mellan myndigheter i Skåne","interpellationsdebatt","118","Statsrådet Carl-Oskar Bohlin (M)","M","0108109641223","HC10415","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:415 om samverkan mellan myndigheter i Skåne","interpellationsdebatt","119","Adrian Magnusson (S)","S","0448973586529","HC10415","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Återrapportering från extra möte i Europeiska rådet den 6 mars","","12","Håkan Svenneling (V)","V","0682989845822","","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:415 om samverkan mellan myndigheter i Skåne","interpellationsdebatt","120","Statsrådet Carl-Oskar Bohlin (M)","M","0108109641223","HC10415","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:415 om samverkan mellan myndigheter i Skåne","interpellationsdebatt","121","Adrian Magnusson (S)","S","0448973586529","HC10415","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:415 om samverkan mellan myndigheter i Skåne","interpellationsdebatt","122","Statsrådet Carl-Oskar Bohlin (M)","M","0108109641223","HC10415","N"
"HC0981","2024/25","81","2025-03-11 00:00:00","Svar på interpellation 2024/25:415 om samverkan mellan myndigheter i Skåne","interpellationsdebatt","123","Adrian Magnusson (S)","S","0448973586529","HC10415","N"
